,tx_price,beds,baths,sqft,tx_age,year_built,lot_size,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,ins*proptax,property_tax^2,property_var,property_tax,insurance^2,insurance_var,insurance,median_school,num_schools,tx_year,property_type_Apartment / Condo / Townhouse,property_type_Single-Family,exterior_walls_Asbestos shingle,exterior_walls_Block,exterior_walls_Brick,exterior_walls_Brick veneer,exterior_walls_Combination,exterior_walls_Concrete,exterior_walls_Concrete Block,exterior_walls_Masonry,exterior_walls_Metal,exterior_walls_Other,"exterior_walls_Rock, Stone",exterior_walls_Siding (Alum/Vinyl),exterior_walls_Stucco,exterior_walls_Wood,exterior_walls_Wood Shingle,exterior_walls_Wood Siding,roof_Asbestos,roof_asphalt,roof_Asphalt,"roof_asphalt,shake-shingle",roof_Built-up,roof_composition,roof_Composition,roof_Composition Shingle,roof_Gravel/Rock,roof_Metal,roof_Other,roof_Roll Composition,roof_Shake Shingle,roof_shake-shingle,roof_Slate,roof_Wood Shake/ Shingles
199,-1.141771908,4,3,-0.862911178,0.654587217,-1.033184541,10497,1,67,6,4,9,88,4,33,26,42,74,67,0.398678553,-0.039314669,-0.143450849,0.143450849,-0.037121506,-0.158357899,0.158357899,9,3,-1.368780665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200,-1.141441706,1,1,-1.245962133,0.843605424,-0.885332496,0,1,119,10,26,25,183,13,70,36,57,13,83,-2.309903363,-0.456607952,1.38076086,-1.38076086,-0.429589972,1.226904059,-1.226904059,6,3,-0.021465457,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201,-1.141441706,1,1,-1.084362511,0.749096321,-0.885332496,0,1,64,8,6,7,51,8,34,33,37,42,57,-2.699012051,-0.46754132,1.475754224,-1.475754224,-0.443984758,1.336627779,-1.336627779,4,3,-0.40641266,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
202,-1.141441706,1,1,-1.069399584,1.032623632,-0.885332496,0,1,119,10,26,25,183,13,70,36,57,13,83,-1.625204877,-0.42446012,1.16054897,-1.16054897,-0.390865702,0.993741156,-0.993741156,6,3,0.748428947,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
203,-1.141441706,2,1,-0.860666739,0.843605424,-0.934616511,0,1,103,24,17,15,95,7,46,22,29,53,36,-2.388946436,-0.458727388,1.398032381,-1.398032381,-0.433418373,1.254334989,-1.254334989,3,3,-0.213939058,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
204,-1.141441706,2,2,-1.096332854,1.977714668,-2.01886484,1633,1,82,8,20,19,64,5,36,43,35,47,32,-0.17582168,-0.239153773,0.396284175,-0.396284175,-0.185050897,0.225675119,-0.225675119,4,3,0.171008144,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
205,-1.141441706,2,2,-0.961666503,-0.148740164,0.149631818,0,1,18,2,1,6,19,1,7,4,39,72,62,-1.698315699,-0.420053154,1.134641689,-1.134641689,-0.405796464,1.076033945,-1.076033945,8,3,-0.021465457,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
206,-1.141441706,2,2,-0.957177624,-0.290503819,0.642471968,0,1,23,3,1,0,13,4,14,17,33,35,83,-1.277253883,-0.386418063,0.957608601,-0.957608601,-0.374556717,0.911448366,-0.911448366,5,3,1.32584975,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
207,-1.141441706,2,2,-0.910792548,0.560078113,-0.441776361,0,1,67,3,11,13,113,3,28,15,41,22,75,-1.443156931,-0.401109778,1.031012564,-1.031012564,-0.388243248,0.980025691,-0.980025691,8,3,0.555955346,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
208,-1.141441706,2,2,-0.829992737,-0.668540234,0.543903938,0,1,16,1,1,3,5,0,12,4,37,47,58,-1.847198041,-0.428735535,1.186456251,-1.186456251,-0.414984625,1.130895805,-1.130895805,7,2,-0.598886261,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
209,-1.141441706,2,2,-0.734229998,-0.763049338,1.036744088,0,1,2,0,0,2,1,0,0,5,41,70,65,-1.359062916,-0.386418063,0.957608601,-0.957608601,-0.388243248,0.980025691,-0.980025691,3,3,0.940902548,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
210,-1.141441706,2,2,-0.725252242,0.182041699,0.001779773,1500,1,13,6,0,3,22,0,3,6,42,66,56,-1.05228278,-0.364860106,0.858297356,-0.858297356,-0.350667498,0.801724647,-0.801724647,3,3,0.748428947,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
211,-1.141441706,2,3,-0.874881521,-0.290503819,0.593187953,1742,1,41,2,2,3,37,5,22,23,38,64,52,-1.112219952,-0.346640261,0.780575513,-0.780575513,-0.377370591,0.925163831,-0.925163831,3,3,1.133376149,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
212,-1.141441706,3,2,-0.746200341,-0.763049338,0.987460073,0,1,63,9,4,6,101,3,35,22,34,48,62,-1.15523352,-0.374470654,0.901476158,-0.901476158,-0.362918379,0.856586506,-0.856586506,9,3,0.748428947,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
213,-1.141441706,3,2,-0.725252242,0.182041699,0.001779773,1498,1,13,6,0,3,22,0,3,6,42,66,56,-0.967424493,-0.354884138,0.815118554,-0.815118554,-0.341077355,0.760578252,-0.760578252,3,3,0.748428947,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
214,-1.141441706,3,2,0.040849667,-1.141085752,1.283164162,0,1,19,2,1,5,25,2,13,9,32,84,48,-1.359062916,-0.386418063,0.957608601,-0.957608601,-0.388243248,0.980025691,-0.980025691,8.5,2,0.363481745,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
215,-1.141441706,3,3,-0.304045821,-0.195994716,0.543903938,2178,1,83,4,9,14,87,9,54,25,35,80,44,-0.910911785,-0.320505417,0.676946388,-0.676946388,-0.356869507,0.829155576,-0.829155576,7,3,1.32584975,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
216,-1.141441706,4,1,-0.423001098,1.930460116,-1.624592721,9461,1,38,5,3,2,43,1,21,4,30,84,25,-0.2710336,-0.23778162,0.391966295,-0.391966295,-0.230608862,0.362829769,-0.362829769,4,3,1.518323351,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
217,-1.141441706,4,2,0.553329948,-0.763049338,0.297483863,13068,1,64,6,7,4,27,2,50,14,30,91,45,0.319113829,-0.069847343,-0.070046886,0.070046886,-0.065738799,-0.089780574,0.089780574,5,3,-1.946201468,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
218,-1.141441706,4,3,0.004190494,1.268896391,-0.934616511,16552,1,68,13,10,6,72,9,43,17,47,79,38,-0.484500948,-0.22667285,0.357423253,-0.357423253,-0.313819144,0.650854532,-0.650854532,4,3,1.518323351,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,-1.141441706,4,3,0.06104962,-0.479522027,0.001779773,11325,1,3,0,0,1,4,0,5,4,44,96,77,0.671025152,0.078937095,-0.406841541,0.406841541,0.08035296,-0.418951732,0.418951732,9,3,-1.946201468,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220,-1.134837662,3,4,-0.635474674,-0.621285682,0.741039998,1742,1,18,3,3,4,20,1,12,11,32,67,70,-0.739140508,-0.292265754,0.573317263,-0.573317263,-0.337804073,0.746862787,-0.746862787,3,3,0.363481745,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,-1.131608284,2,1,-1.025258946,2.639278394,-2.61027302,4918,1,1,0,0,0,4,0,0,0,43,60,36,-2.146134567,-0.439493502,1.255542334,-1.255542334,-0.433418373,1.254334989,-1.254334989,5,3,0.555955346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,-1.128233618,4,3,0.165041969,-0.57403113,0.149631818,14810,1,3,0,0,1,6,0,5,4,48,86,75,0.716112886,0.103800277,-0.458656104,0.458656104,0.100164932,-0.460098127,0.460098127,9,2,-1.753727867,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
223,-1.124931596,3,2,-0.824007566,-0.337758371,0.198915833,2012,1,53,4,7,4,77,1,35,10,31,73,26,-1.727998012,-0.416280192,1.113052288,-1.113052288,-0.41274501,1.11718034,-1.11718034,4,3,-0.598886261,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
224,-1.121629574,1,1,-1.106806903,0.323805354,-0.441776361,0,1,97,15,11,12,97,2,70,25,32,13,72,-2.388779558,-0.457143292,1.38507874,-1.38507874,-0.435275147,1.268050454,-1.268050454,2,3,-0.40641266,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
225,-1.121629574,3,3,-0.680363458,-0.101485612,0.396051893,1599,1,46,2,6,4,62,3,34,9,29,80,24,-1.363845713,-0.387311516,0.961926481,-0.961926481,-0.388243248,0.980025691,-0.980025691,4,3,1.133376149,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,-1.121629574,4,2,-0.128231418,-0.195994716,-0.146072272,10890,1,0,0,0,0,0,0,0,1,40,91,71,0.354126831,-0.055610577,-0.104589928,0.104589928,-0.054406734,-0.117211504,0.117211504,9,3,-1.368780665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
227,-1.11502553,2,2,-0.918274012,0.087532595,0.149631818,1307,1,63,5,5,6,36,4,40,15,30,50,45,-1.277253883,-0.386418063,0.957608601,-0.957608601,-0.374556717,0.911448366,-0.911448366,6,3,0.940902548,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
228,-1.112383912,3,2,0.248834365,-0.006976508,-0.491060376,260488,1,0,0,0,0,0,0,0,1,42,72,60,0.653895346,0.174887271,-0.60114615,0.60114615,-0.01353856,-0.213219758,0.213219758,8,3,-1.946201468,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
229,-1.10908189,2,2,-0.848696397,-0.999322097,0.888892043,0,1,19,2,0,1,4,1,15,14,33,53,74,-1.080067786,-0.342430622,0.763303992,-0.763303992,-0.374556717,0.911448366,-0.911448366,8.5,2,-0.598886261,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230,-1.10908189,2,2,-0.701311557,-0.05423106,0.149631818,0,1,23,3,1,5,12,3,13,13,43,22,67,-1.51932175,-0.407658105,1.065555606,-1.065555606,-0.393449873,1.007456621,-1.007456621,7,3,0.363481745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
231,-1.108421486,1,1,-1.174888225,1.363405494,-1.181036586,0,1,150,8,37,23,95,10,73,74,31,23,81,-1.708343899,-0.43013144,1.195092011,-1.195092011,-0.395995759,1.021172086,-1.021172086,9,3,0.940902548,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
232,-1.108421486,2,1,-1.091843975,-0.05423106,0.051063788,1306,1,5,0,0,0,5,0,0,5,32,64,57,-1.498562765,-0.389087457,0.970562241,-0.970562241,-0.405796464,1.076033945,-1.076033945,7,3,-0.021465457,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
233,-1.108421486,2,2,-0.867400057,-0.57403113,0.741039998,0,1,40,6,3,3,37,5,26,15,40,51,72,-1.227130301,-0.382807713,0.94033708,-0.94033708,-0.368814116,0.884017436,-0.884017436,6,3,0.555955346,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
234,-1.108421486,3,2,-1.085110658,1.646932805,-1.624592721,9999,1,26,10,2,2,28,1,19,4,41,70,61,-0.599290862,-0.300719747,0.603542425,-0.603542425,-0.291767558,0.568561743,-0.568561743,4,3,0.363481745,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235,-1.108421486,3,2,-1.081369926,1.127132735,-0.934616511,3140,1,95,11,14,12,96,5,52,32,39,64,34,-0.374332657,-0.259297555,0.461052378,-0.461052378,-0.251952194,0.431407093,-0.431407093,3,3,0.940902548,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
236,-1.108421486,3,2,-0.491830566,-0.857558441,1.036744088,1803,1,0,0,0,0,6,0,0,0,31,80,47,-0.878361988,-0.33165073,0.72012519,-0.72012519,-0.341077355,0.760578252,-0.760578252,6,2,0.555955346,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
237,-1.108421486,4,4,1.250602389,-0.999322097,0.543903938,10890,1,30,3,1,2,16,2,17,35,30,82,62,0.548928843,0.118546804,-0.488881265,0.488881265,-0.054406734,-0.117211504,0.117211504,7,3,-1.946201468,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,-1.098515419,4,6,0.274271343,-0.810303889,0.248199848,18295,1,0,0,1,0,6,0,5,10,37,85,53,0.132377056,-0.10610615,0.020628598,-0.020628598,-0.150882424,0.129666865,-0.129666865,7,3,-2.33114867,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
239,-1.095213397,2,2,-0.803059467,-0.05423106,0.248199848,0,1,20,2,1,3,17,5,15,13,45,65,76,-1.043588372,-0.362894146,0.849661596,-0.849661596,-0.350667498,0.801724647,-0.801724647,5,3,0.748428947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
240,-1.095213397,4,3,0.637122344,-0.857558441,0.198915833,8794,1,1,0,1,0,1,1,0,3,40,99,77,0.425600785,-0.030133489,-0.16504025,0.16504025,-0.025406601,-0.185788828,0.185788828,8,3,-2.716095873,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,-1.095213397,5,3,-0.138705468,2.072223772,-1.92029681,7692,1,80,12,10,5,85,4,52,19,44,73,57,0.471092101,-0.011497066,-0.208219052,0.208219052,-0.007547113,-0.226935223,0.226935223,4,3,0.940902548,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
242,-1.095213397,5,3,0.576522486,0.040278043,-0.638912421,21780,1,75,6,3,8,74,4,24,25,36,61,61,0.928571328,0.219907025,-0.687503754,0.687503754,0.218941054,-0.693261031,0.693261031,8,3,-2.33114867,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
243,-1.091250971,3,2,-0.886851863,0.323805354,-0.491060376,1502,1,21,3,1,5,13,3,13,13,41,73,60,-1.15523352,-0.374470654,0.901476158,-0.901476158,-0.362918379,0.856586506,-0.856586506,5,3,-0.598886261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
244,-1.089666,4,2,1.097232378,-0.243249268,-0.244640302,20473,1,0,0,0,0,1,0,0,0,49,91,83,0.802356051,0.146408258,-0.545013708,0.545013708,0.147732807,-0.556106382,0.556106382,8,1,-1.946201468,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
245,-1.088609353,3,2,-0.861414886,0.371059906,-0.195356287,1398,1,0,0,0,0,2,0,0,0,36,83,66,-0.844241464,-0.337086353,0.741714591,-0.741714591,-0.327754522,0.705716392,-0.705716392,9,3,0.748428947,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
246,-1.088609353,3,2,-0.755178097,-0.101485612,0.001779773,1650,1,36,4,2,2,60,6,27,13,32,82,29,-2.339761808,-0.440772473,1.264178095,-1.264178095,-0.445611828,1.350343244,-1.350343244,4,3,-0.40641266,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,-1.085967736,4,2,-0.515771251,2.403005634,-2.265284915,11325,1,1,0,0,0,2,0,0,0,43,60,36,-0.841527689,-0.325007393,0.694217909,-0.694217909,-0.337804073,0.746862787,-0.746862787,5,3,0.940902548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
248,-1.083392159,5,2,1.115936038,-1.141085752,0.494619923,9582,1,37,6,5,4,44,1,39,12,38,78,51,0.627170363,0.161666373,-0.575238869,0.575238869,-0.025406601,-0.185788828,0.185788828,6,3,-2.716095873,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
249,-1.082005309,4,3,-0.571134084,0.276550802,-0.786764466,1890,1,55,4,3,6,64,3,62,19,46,77,88,0.832821255,0.166058722,-0.583874629,0.583874629,0.161668184,-0.583537311,0.583537311,10,3,-1.946201468,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
250,-1.075401265,3,2,-0.607045111,-0.243249268,0.396051893,0,1,25,2,3,3,8,0,9,6,39,36,37,-1.159774856,-0.375411611,0.905794038,-0.905794038,-0.362918379,0.856586506,-0.856586506,8,3,0.555955346,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
251,-1.075401265,3,2,-0.189579423,-0.857558441,0.741039998,2178,1,0,0,0,0,0,0,0,4,30,94,84,-0.708245237,-0.286117561,0.551727862,-0.551727862,-0.334492506,0.733147322,-0.733147322,7,3,-0.598886261,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
252,-1.075401265,4,2,-0.456667686,1.079878183,-1.378172646,10585,1,23,6,1,0,18,1,13,5,40,76,54,-0.422268273,-0.269704718,0.49559542,-0.49559542,-0.260221539,0.458838023,-0.458838023,3,3,-0.983833463,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
253,-1.075401265,4,2,0.202449289,1.977714668,-1.772444766,14374,1,11,2,0,1,12,2,9,5,32,85,42,-0.516467423,-0.27098917,0.4999133,-0.4999133,-0.291767558,0.568561743,-0.568561743,6,3,1.133376149,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,-1.075401265,4,3,0.058805181,-0.385012923,-0.047504242,14374,1,57,14,16,16,44,4,30,11,52,65,82,0.891509636,0.142081684,-0.536377947,0.536377947,0.255980828,-0.761838356,0.761838356,3,3,-1.753727867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
255,-1.068797221,2,2,-1.072392169,1.599678253,-1.575308706,3598,1,17,5,1,4,30,2,21,7,41,62,41,-0.746204863,-0.32388738,0.689900029,-0.689900029,-0.313819144,0.650854532,-0.650854532,4,3,0.363481745,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256,-1.068103797,5,2,-0.185090544,0.512823562,-0.934616511,10733,1,4,2,1,0,10,2,3,3,42,90,88,0.846938328,0.174887271,-0.60114615,0.60114615,0.168693299,-0.597252776,0.597252776,6,3,-1.561254266,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
257,-1.06714621,3,2,-0.007031702,1.50516915,-1.181036586,21780,1,5,1,0,0,4,0,1,4,46,81,53,-0.398176515,-0.26453037,0.478323899,-0.478323899,-0.256106008,0.445122558,-0.445122558,5.5,2,1.518323351,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
258,-1.062952642,3,2,-0.085587074,-1.141085752,1.283164162,0,1,19,2,1,5,25,2,13,9,32,84,48,-1.43228085,-0.393463363,0.992151642,-0.992151642,-0.393449873,1.007456621,-1.007456621,8.5,2,0.363481745,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
259,-1.062193177,3,2,-0.651185748,0.607332665,-0.392492346,52707,1,1,0,1,0,1,1,0,1,37,86,41,-0.820390336,-0.322763713,0.685582148,-0.685582148,-0.334492506,0.733147322,-0.733147322,5,3,0.940902548,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260,-1.062193177,3,2,-0.375119729,0.087532595,0.100347803,17424,1,2,0,0,0,9,2,2,10,41,89,61,-0.749568253,-0.281133231,0.534456341,-0.534456341,-0.347509068,0.788009182,-0.788009182,4,3,0.748428947,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
261,-1.058891155,1,1,-1.210799252,2.166732875,-1.92029681,0,1,51,9,6,2,43,18,35,42,36,49,77,-1.590547977,-0.422273081,1.147595329,-1.147595329,-0.388243248,0.980025691,-0.980025691,6,3,1.32584975,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
262,-1.048985089,4,3,0.443352428,-0.621285682,0.149631818,27878,1,1,0,0,0,1,0,0,2,50,83,74,1.374667931,0.553696339,-1.25746394,1.25746394,0.542058047,-1.241879628,1.241879628,9,3,-1.946201468,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
263,-1.043041449,3,3,-0.545697107,-0.999322097,0.888892043,0,1,19,2,0,1,4,1,15,14,33,53,74,-0.993951541,-0.33165073,0.72012519,-0.72012519,-0.36588539,0.870301971,-0.870301971,8.5,2,-0.598886261,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
264,-1.042381045,1,1,-1.2631695,1.552423702,-1.772444766,0,1,146,10,23,27,86,9,60,52,28,15,86,-2.003348619,-0.444521683,1.290085376,-1.290085376,-0.414984625,1.130895805,-1.130895805,8,3,-0.598886261,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
265,-1.042381045,2,1,-0.815029809,0.087532595,0.198915833,3484,1,67,4,4,11,162,3,40,24,35,50,66,-1.319480962,-0.371625859,0.888522518,-0.888522518,-0.393449873,1.007456621,-1.007456621,7,3,1.133376149,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
266,-1.042381045,2,1,-0.815029809,0.087532595,0.198915833,3484,1,67,4,4,11,162,3,40,24,35,50,66,-1.319480962,-0.371625859,0.888522518,-0.888522518,-0.393449873,1.007456621,-1.007456621,7,3,1.133376149,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,-1.042381045,2,2,-0.91453328,-0.101485612,0.346767878,0,1,50,5,2,5,21,0,18,12,31,62,32,-1.15523352,-0.374470654,0.901476158,-0.901476158,-0.362918379,0.856586506,-0.856586506,8,3,0.940902548,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
268,-1.042381045,3,2,-0.51801569,-0.148740164,0.248199848,6969,1,4,1,0,2,9,2,13,5,37,69,60,-0.521762845,-0.248656522,0.426509337,-0.426509337,-0.31023959,0.637139067,-0.637139067,6,3,0.363481745,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
269,-1.042381045,3,3,-0.380356753,-0.385012923,0.445335908,3097,1,78,4,5,6,42,4,35,12,33,57,74,-0.774183576,-0.328345505,0.707171549,-0.707171549,-0.317360415,0.664569997,-0.664569997,8,3,0.171008144,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
270,-1.042381045,3,3,-0.243445963,-0.904812993,1.184596132,2029,1,2,0,1,0,2,0,3,1,33,92,64,-0.593130178,-0.286117561,0.551727862,-0.551727862,-0.302965629,0.609708138,-0.609708138,8.5,2,0.940902548,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
